molecule_chembl_id,canonical_smiles,standard_value
CHEMBL3287046,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1cc(O)ccc12,4.6
CHEMBL3287047,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)cccc12,0.23
CHEMBL3314287,CC1(C)CN(c2ccccc2NC(=O)Nc2nc3ccc(Cl)nc3s2)c2c(O)ccc(Cl)c21,0.14
CHEMBL3314288,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(Cl)c21,0.39
CHEMBL3314289,CC1(CC(F)(F)F)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(Cl)c21,1.96
CHEMBL3314290,CCOC(=O)C1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(Cl)c21,0.09
CHEMBL3314291,CCOC(=O)C1(C)CN(c2ccccc2NC(=O)Nc2nc3ccc(Cl)nc3s2)c2c(O)ccc(Cl)c21,0.05
CHEMBL3314292,CC1(CO)CN(c2ccccc2NC(=O)Nc2nc3ccc(Cl)nc3s2)c2c(O)ccc(Cl)c21,
CHEMBL3314293,CC1(C(=O)O)CN(c2ccccc2NC(=O)Nc2nc3ccc(Cl)nc3s2)c2c(O)ccc(Cl)c21,
CHEMBL3314294,CNC(=O)C1(C)CN(c2ccccc2NC(=O)Nc2nc3ccc(F)cc3s2)c2c(O)ccc(Cl)c21,
CHEMBL3314295,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccccc3)c21,0.37
CHEMBL3314296,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccccc3F)c21,0.37
CHEMBL3314297,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3cccc(F)c3)c21,0.15
CHEMBL3314298,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccc(F)cc3)c21,0.33
CHEMBL3314299,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccc(Cl)cc3)c21,0.13
CHEMBL3314300,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccc(C(F)(F)F)cc3)c21,1.51
CHEMBL3314301,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccc(F)cc3F)c21,0.52
CHEMBL3314302,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccc(F)c(F)c3)c21,1.8
CHEMBL3314303,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3cc(F)cc(F)c3)c21,0.57
CHEMBL3314304,CC1(C)CN(c2ccccc2NC(=O)Nc2nc3ccc(Cl)nc3s2)c2c(O)ccc(-c3ccc(F)cc3)c21,0.13
CHEMBL3314305,CC1(C)CN(c2ccccc2NC(=O)Nc2csc(Cl)n2)c2c(O)ccc(-c3ccc(F)cc3)c21,0.03
CHEMBL3314306,Cc1nc(NC(=O)Nc2ccccc2N2CC(C)(C)c3c(-c4ccc(F)cc4)ccc(O)c32)cs1,0.08
CHEMBL3314307,CC(C)CN1CCCC1c1ccc(NC(=O)Nc2ccccc2N2CC(C)(C)c3c(-c4ccc(F)cc4)ccc(O)c32)cc1,0.02
CHEMBL3314308,CC(C)(C)CN1CCCC1c1ccc(NC(=O)Nc2ccccc2N2CC(C)(C)c3c(-c4ccc(F)cc4)ccc(O)c32)cc1,0.04
CHEMBL3314309,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3ccc(F)cc3)c21,0.23
CHEMBL3314310,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)c(F)cc(-c3ccc(F)cc3)c21,0.45
CHEMBL3314311,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3ccc(Cl)cc3)c21,1.06
CHEMBL3314312,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)c(F)cc(-c3ccc(Cl)cc3)c21,
CHEMBL3314313,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3ccc(Cl)s3)c21,2.3
CHEMBL3314314,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3ccc(C(F)(F)F)cn3)c21,0.57
CHEMBL3314315,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3ccc(C(F)(F)F)nc3)c21,0.51
CHEMBL3314316,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3cc(F)nc(F)c3)c21,0.47
CHEMBL3314317,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3ncc(F)cn3)c21,0.3
CHEMBL3314318,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3cnc(Cl)cn3)c21,
CHEMBL3314319,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)cc(F)c(-c3ccc(Cl)cc3)c12,0.16
CHEMBL3314320,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)cc(F)c(-c3ccc(F)cc3)c12,0.09
CHEMBL3314321,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)nc3s1)c1c(O)cc(F)c(-c3ccc(F)cc3)c12,0.12
CHEMBL3747288,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([S-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],10200.0
CHEMBL3745979,CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]4O[C@@H](n5cnc6c(N)nc(SC)nc65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2n1.[Na+].[Na+].[Na+].[Na+],4900.0
CHEMBL3746558,CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)([S-])OP(=O)([O-])OP(=O)([O-])OP(=O)([S-])OC[C@H]4O[C@@H](n5cnc6c(N)nc(SC)nc65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2n1.[Na+].[Na+].[Na+].[Na+],160.0
CHEMBL3746620,CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([O-])OC[C@H]4O[C@@H](n5cnc6c(N)nc(SC)nc65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2n1.[Na+].[Na+].[Na+].[Na+],29000.0
CHEMBL3747385,CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([S-])OC[C@H]4O[C@@H](n5cnc6c(N)nc(SC)nc65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2n1.[Na+].[Na+].[Na+].[Na+],2150.0
CHEMBL3747704,CCSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([S-])OC[C@H]4O[C@@H](n5cnc6c(N)nc(SCC)nc65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2n1.[Na+].[Na+].[Na+].[Na+],9600.0
CHEMBL3745863,CCCSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([S-])OC[C@H]4O[C@@H](n5cnc6c(N)nc(SCCC)nc65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2n1.[Na+].[Na+].[Na+].[Na+],6300.0
CHEMBL3746192,Nc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([S-])OC[C@H]2O[C@@H](n3cnc4c(N)nc(SCCC(F)(F)F)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],5200.0
CHEMBL3746188,CCCCCSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([S-])OC[C@H]4O[C@@H](n5cnc6c(N)nc(SCCCCC)nc65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2n1.[Na+].[Na+].[Na+].[Na+],4210.0
CHEMBL3746502,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([S-])OC[C@H]2O[C@@H](n3cnc4c(N)nc(Cl)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],7370.0
CHEMBL3746598,Nc1nc(Br)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([S-])OC[C@H]2O[C@@H](n3cnc4c(N)nc(Br)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],2240.0
CHEMBL3746901,Nc1nc(I)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([S-])OC[C@H]2O[C@@H](n3cnc4c(N)nc(I)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],2650.0
CHEMBL3746177,CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([S-])OC[C@H]2O[C@@H](n3cnc4c(NC)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],1970.0
CHEMBL3746451,CCCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([S-])OC[C@H]2O[C@@H](n3cnc4c(NCCC)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],8800.0
CHEMBL3746852,CNc1nc(SC)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([S-])OC[C@H]2O[C@@H](n3cnc4c(NC)nc(SC)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],360.0
CHEMBL3746312,CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)([S-])OP(=O)([O-])C(Cl)(Cl)P(=O)([O-])OP(=O)([S-])OC[C@H]4O[C@@H](n5cnc6c(N)nc(SC)nc65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2n1.[Na+].[Na+].[Na+].[Na+],1020.0
CHEMBL3942314,CC(C)(C)CN1CCC2(CC1)CCN(c1ccccc1Nc1nc3ccc(C(C)(C)C)cc3[nH]1)c1ccccc12,258.8
CHEMBL3904405,CCOC(=O)c1sc(Nc2ccccc2N2CC3(CCN(CC(C)(C)C)CC3)c3ccccc32)nc1C(F)(F)F,6.3
CHEMBL3915408,COC(=O)c1sc(Nc2ccccc2N2CC3(CCN(CC(C)(C)C)CC3)c3ccccc32)nc1C,18.0
CHEMBL3943381,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nc(C(F)(F)F)c(-c3ccccc3)s1)c1ccccc12,7.9
CHEMBL3893716,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(F)cc3)s1)c1c(O)ccc(C(F)(F)F)c12,15.0
CHEMBL3928274,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3cccc(F)c3)s1)c1c(O)ccc(C(F)(F)F)c12,12.0
CHEMBL3900332,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccccn3)s1)c1c(O)ccc(C(F)(F)F)c12,11.0
CHEMBL3934351,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(C(F)(F)F)cc3)s1)c1c(O)ccc(Cl)c12,3.3
CHEMBL3896467,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(C(F)(F)F)cn3)s1)c1c(O)ccc(Cl)c12,7.0
CHEMBL3928907,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3cccnc3)s1)c1c(O)ccc(Cl)c12,24.3
CHEMBL3956460,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccncc3)s1)c1c(O)ccc(Cl)c12,40.2
CHEMBL3984201,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(C3CCOCC3)s1)c1c(O)ccc(Cl)c12,155.4
CHEMBL3910967,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(C(F)(F)F)nc3)s1)c1c(O)ccc(Cl)c12,5.7
CHEMBL3972991,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3cnc4ccccc4n3)s1)c1c(O)ccc(Cl)c12,66.0
CHEMBL3901946,COC(=O)c1nnc(Nc2ccccc2N2CC3(CCN(CC(C)(C)C)CC3)c3c(Cl)ccc(O)c32)s1,48.0
CHEMBL3898478,Cn1nc(C(C)(C)C)cc1-c1nnc(Nc2ccccc2N2CC3(CCN(CC(C)(C)C)CC3)c3c(Cl)ccc(O)c32)s1,33.0
CHEMBL3929983,Cc1cccc(-c2nnc(Nc3ccccc3N3CC4(CCN(CC(C)(C)C)CC4)c4c(Cl)ccc(O)c43)s2)c1,22.0
CHEMBL3927367,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3cc(Cl)cc(Cl)c3)s1)c1c(O)ccc(Cl)c12,19.0
CHEMBL3902900,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3cc(F)ccc3Cl)s1)c1c(O)ccc(Cl)c12,28.0
CHEMBL3918409,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(Cl)c(Cl)c3)s1)c1c(O)ccc(Cl)c12,19.0
CHEMBL3890364,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3cccc(C(F)(F)F)c3)s1)c1c(O)ccc(Cl)c12,24.0
CHEMBL3932713,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccccn3)s1)c1c(O)ccc(Cl)c12,6.8
CHEMBL3979693,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3cccc(F)c3)s1)c1c(O)ccc(Cl)c12,23.0
CHEMBL3903953,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(Cl)cc3)s1)c1c(O)ccc(F)c12,6.0
CHEMBL3974841,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(OC(F)(F)F)cc3)s1)c1c(O)c(F)cc(Cl)c12,69.0
CHEMBL3893862,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(OC(F)(F)F)cc3)s1)c1c(O)cc(F)c(Cl)c12,23.0
CHEMBL3968470,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(OC(F)(F)F)cc3)s1)c1c(O)cc(F)c(F)c12,37.0
CHEMBL3967844,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nc(C(C)(C)C)ns1)c1c(O)ccc(Cl)c12,8.0
CHEMBL3932841,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1cc(-c3ccc(C(F)(F)F)cc3)on1)c1c(O)ccc(Cl)c12,60.0
CHEMBL3973199,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nc(C(C)(C)C)c(C#N)s1)c1c(O)ccc(Cl)c12,9.0
CHEMBL3905619,CCOC(=O)c1sc(Nc2ccccc2N2CC3(CCN(CC(C)(C)C)CC3)c3c(Cl)ccc(O)c32)nc1C(F)(F)F,19.0
CHEMBL3981201,CC(C)CN1CCc2nc(Nc3ccccc3N3CC4(CCN(CC(C)(C)C)CC4)c4c(Cl)ccc(O)c43)sc2C1,21.0
CHEMBL3911187,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1ccc(C(F)(F)F)cn1)c1c(O)ccc(Cl)c12,22.0
CHEMBL3926419,COC(=O)c1ccc(O)c2c1C1(CCN(CC(C)(C)C)CC1)CN2c1ccccc1Nc1nnc(-c2ccc(C(F)(F)F)cc2)s1,8.0
CHEMBL3920135,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(C(F)(F)F)cc3)s1)c1c(O)ccc(C#N)c12,3.0
CHEMBL256057,Nc1c(S(=O)(=O)[O-])cc(Nc2ccccc2)c2c1C(=O)c1ccccc1C2=O.[Na+],17600.0
CHEMBL4069492,Cc1cc(Nc2cc(S(=O)(=O)[O-])c(N)c3c2C(=O)c2ccccc2C3=O)ccc1O.[Na+],7650.0
CHEMBL4087247,Cc1ccc(Sc2ccc(Nc3cc(S(=O)(=O)[O-])c(N)c4c3C(=O)c3ccccc3C4=O)cc2)c(C)c1.[Na+],5480.0
CHEMBL4081274,Cc1ccc(C)c(Sc2ccc(Nc3cc(S(=O)(=O)[O-])c(N)c4c3C(=O)c3ccccc3C4=O)cc2)c1.[Na+],2720.0
CHEMBL4099292,Cc1ccc(Sc2ccc(Nc3cc(S(=O)(=O)[O-])c(N)c4c3C(=O)c3ccccc3C4=O)cc2)cc1C.[Na+],4550.0
CHEMBL4090874,Nc1c(S(=O)(=O)[O-])cc(Nc2ccc(SCc3cccnc3)cc2)c2c1C(=O)c1ccccc1C2=O.[Na+],25000.0
CHEMBL4214232,CNc1ncnc2c1ncn2[C@@H]1C[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)C1,148.0
CHEMBL4278771,COC(=O)c1ccc(NC(=O)Nc2cccnc2Oc2ccccc2C(C)(C)C)s1,12920.0
CHEMBL4284352,CCOC(=O)c1ccc(NC(=O)Nc2cccnc2Oc2ccccc2C(C)(C)C)s1,12520.0
CHEMBL4292253,CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)Nc1ccc(C(=O)OCc2ccccc2)s1,7190.0
CHEMBL4287760,CCCCNC(=O)Nc1cccnc1Oc1ccccc1C(C)(C)C,9980.0
CHEMBL4277104,CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)N[C@H]1CC[C@H](C)CC1,7050.0
CHEMBL4279409,CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)NC1CCCC1,2410.0
CHEMBL4287333,CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)NC1C2CC3CC(C2)CC1C3,620.0
CHEMBL4280909,CC1CCCCC1NC(=O)Nc1cccnc1Oc1ccccc1C(C)(C)C,820.0
CHEMBL4276825,Cc1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)c(Oc2ccccc2C(C)(C)C)n1,210.0
CHEMBL4294630,CC(C)(C)c1ccccc1Oc1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1,7530.0
CHEMBL1800685,O=C(O)c1cc(-c2ccc(C3CCNCC3)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1,10000.0
CHEMBL432028,CNc1ncnc2c1ncn2CCC(COP(=O)(O)O)COP(=O)(O)O,480.0
CHEMBL108166,CNc1nc(Cl)nc2c1ncn2CCC(COP(=O)(O)O)COP(=O)(O)O,1600.0
CHEMBL320924,CNc1ncnc2c1ncn2CC(COP(=O)(O)O)COP(=O)(O)O,1090.0
CHEMBL104784,CNc1nc(Cl)nc2c1ncn2CC(COP(=O)(O)O)COP(=O)(O)O,840.0
